UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,avg_solar_production_forecast,avg_wind_production_forecast
2019-01-04 17:00:00,3132.0,352.0,2088.0,269.0,0.0,473.0,32.0,0.0,122.0
2019-01-04 18:00:00,3127.0,353.0,2089.0,136.0,0.0,491.0,33.0,0.0,140.0
2019-01-04 19:00:00,3108.0,354.0,2091.0,98.0,0.0,498.0,32.0,0.0,184.0
2019-01-04 20:00:00,2990.0,354.0,2090.0,70.0,0.0,499.0,33.0,0.0,202.0
2019-01-04 21:00:00,2816.0,317.0,2089.0,38.0,0.0,221.0,13.0,0.0,173.0
2019-01-04 22:00:00,2784.0,329.0,2090.0,22.0,0.0,222.0,13.0,0.0,103.0
2019-01-04 23:00:00,2801.0,329.0,2090.0,20.0,0.0,222.0,13.0,0.0,165.0
2019-01-05 00:00:00,2748.0,329.0,2090.0,20.0,0.0,221.0,15.0,0.0,202.0
2019-01-05 01:00:00,2770.0,330.0,2089.0,21.0,0.0,222.0,15.0,0.0,190.0
2019-01-05 02:00:00,2825.0,337.0,2088.0,23.0,0.0,221.0,14.0,0.0,168.0
2019-01-05 03:00:00,2863.0,337.0,2088.0,20.0,0.0,220.0,15.0,0.0,97.0
2019-01-05 04:00:00,2883.0,335.0,2089.0,240.0,0.0,219.0,16.0,0.0,60.0
2019-01-05 05:00:00,2913.0,332.0,2088.0,456.0,3.0,207.0,14.0,0.0,75.0
2019-01-05 06:00:00,2928.0,331.0,2088.0,575.0,20.0,205.0,15.0,40.0,105.0
2019-01-05 07:00:00,2931.0,338.0,2090.0,517.0,53.0,190.0,16.0,159.0,83.0
2019-01-05 08:00:00,2938.0,349.0,2088.0,398.0,111.0,191.0,20.0,267.0,46.0
2019-01-05 09:00:00,2957.0,345.0,2086.0,271.0,125.0,200.0,21.0,327.0,49.0
2019-01-05 10:00:00,2941.0,343.0,2087.0,163.0,141.0,194.0,21.0,337.0,55.0
2019-01-05 11:00:00,2916.0,345.0,2091.0,194.0,106.0,176.0,22.0,299.0,61.0
2019-01-05 12:00:00,2965.0,348.0,2090.0,282.0,47.0,145.0,21.0,221.0,32.0
2019-01-05 13:00:00,2966.0,348.0,2088.0,553.0,8.0,69.0,20.0,114.0,21.0
2019-01-05 14:00:00,2962.0,351.0,2089.0,710.0,0.0,34.0,20.0,18.0,12.0
2019-01-05 15:00:00,2973.0,344.0,2091.0,890.0,0.0,30.0,19.0,0.0,17.0
2019-01-05 16:00:00,2977.0,349.0,2092.0,943.0,0.0,37.0,20.0,0.0,14.0
2019-01-05 17:00:00,2977.0,351.0,2091.0,791.0,0.0,24.0,20.0,0.0,23.0
2019-01-05 18:00:00,2989.0,351.0,2089.0,549.0,0.0,19.0,20.0,0.0,27.0
2019-01-05 19:00:00,2974.0,350.0,2088.0,425.0,0.0,28.0,19.0,0.0,31.0
2019-01-05 20:00:00,2987.0,346.0,2090.0,417.0,0.0,34.0,18.0,0.0,33.0
2019-01-05 21:00:00,3078.0,324.0,2088.0,108.0,0.0,51.0,13.0,0.0,39.0
2019-01-05 22:00:00,3065.0,334.0,2088.0,22.0,0.0,54.0,14.0,0.0,120.0
2019-01-05 23:00:00,3079.0,335.0,2089.0,22.0,0.0,35.0,16.0,0.0,121.0
2019-01-06 00:00:00,3117.0,336.0,2090.0,22.0,0.0,22.0,16.0,0.0,106.0
2019-01-06 01:00:00,3098.0,336.0,2090.0,21.0,0.0,20.0,15.0,0.0,88.0
2019-01-06 02:00:00,3140.0,339.0,2088.0,21.0,0.0,15.0,16.0,0.0,56.0
2019-01-06 03:00:00,3106.0,341.0,2089.0,22.0,0.0,10.0,14.0,0.0,41.0
2019-01-06 04:00:00,3131.0,339.0,2088.0,30.0,0.0,32.0,14.0,0.0,41.0
2019-01-06 05:00:00,3082.0,342.0,2089.0,351.0,7.0,67.0,15.0,0.0,47.0
2019-01-06 06:00:00,3079.0,342.0,2088.0,694.0,39.0,44.0,15.0,10.0,63.0
2019-01-06 07:00:00,3115.0,338.0,2089.0,773.0,76.0,33.0,14.0,48.0,85.0
2019-01-06 08:00:00,3092.0,345.0,2088.0,759.0,148.0,23.0,20.0,96.0,127.0
2019-01-06 09:00:00,3084.0,346.0,2090.0,640.0,165.0,41.0,20.0,154.0,157.0
2019-01-06 10:00:00,3051.0,344.0,2088.0,560.0,157.0,35.0,19.0,179.0,216.0
2019-01-06 11:00:00,3068.0,342.0,2090.0,508.0,122.0,19.0,19.0,178.0,302.0
2019-01-06 12:00:00,3039.0,343.0,2089.0,598.0,66.0,20.0,19.0,150.0,327.0
2019-01-06 13:00:00,3092.0,346.0,2087.0,803.0,12.0,15.0,20.0,87.0,370.0
2019-01-06 14:00:00,3116.0,346.0,2088.0,1032.0,0.0,14.0,20.0,16.0,452.0
2019-01-06 15:00:00,3122.0,347.0,2088.0,1102.0,0.0,18.0,19.0,0.0,436.0
2019-01-06 16:00:00,3194.0,350.0,2089.0,970.0,0.0,24.0,20.0,0.0,432.0
2019-01-06 17:00:00,3320.0,349.0,2087.0,728.0,0.0,34.0,20.0,0.0,445.0
2019-01-06 18:00:00,3385.0,353.0,2088.0,611.0,0.0,42.0,21.0,0.0,406.0
2019-01-06 19:00:00,3418.0,352.0,2087.0,507.0,0.0,49.0,20.0,0.0,392.0
2019-01-06 20:00:00,3238.0,352.0,2088.0,391.0,0.0,84.0,20.0,0.0,391.0
2019-01-06 21:00:00,3121.0,327.0,2088.0,52.0,0.0,146.0,16.0,0.0,367.0
2019-01-06 22:00:00,2954.0,338.0,2089.0,23.0,0.0,169.0,16.0,0.0,377.0
2019-01-06 23:00:00,3000.0,339.0,2089.0,23.0,0.0,139.0,15.0,0.0,382.0
2019-01-07 00:00:00,2999.0,336.0,2089.0,23.0,0.0,103.0,15.0,0.0,400.0
2019-01-07 01:00:00,2940.0,339.0,2089.0,23.0,0.0,115.0,15.0,0.0,428.0
2019-01-07 02:00:00,2968.0,337.0,2090.0,20.0,0.0,63.0,15.0,0.0,440.0
2019-01-07 03:00:00,2825.0,337.0,2090.0,22.0,0.0,72.0,15.0,0.0,438.0
2019-01-07 04:00:00,3025.0,334.0,2089.0,92.0,0.0,57.0,15.0,0.0,441.0
2019-01-07 05:00:00,2918.0,335.0,2089.0,524.0,3.0,44.0,16.0,0.0,444.0
2019-01-07 06:00:00,3004.0,332.0,2090.0,814.0,11.0,26.0,15.0,12.0,465.0
2019-01-07 07:00:00,3141.0,338.0,2091.0,899.0,77.0,80.0,31.0,56.0,475.0
2019-01-07 08:00:00,3235.0,347.0,2090.0,938.0,100.0,60.0,35.0,122.0,461.0
2019-01-07 09:00:00,3242.0,345.0,2088.0,958.0,103.0,71.0,35.0,184.0,445.0
2019-01-07 10:00:00,3234.0,348.0,2088.0,814.0,103.0,129.0,35.0,216.0,460.0
2019-01-07 11:00:00,3211.0,348.0,2089.0,641.0,99.0,197.0,35.0,211.0,475.0
2019-01-07 12:00:00,3102.0,347.0,2088.0,727.0,58.0,206.0,35.0,167.0,471.0
2019-01-07 13:00:00,3084.0,348.0,2090.0,849.0,8.0,276.0,35.0,91.0,467.0
2019-01-07 14:00:00,3078.0,353.0,2090.0,944.0,0.0,402.0,34.0,15.0,483.0
2019-01-07 15:00:00,3072.0,352.0,2089.0,925.0,0.0,420.0,35.0,0.0,485.0
2019-01-07 16:00:00,3070.0,354.0,2088.0,958.0,0.0,405.0,35.0,0.0,485.0
2019-01-07 17:00:00,3116.0,356.0,2090.0,954.0,0.0,417.0,35.0,0.0,495.0
2019-01-07 18:00:00,3109.0,356.0,2090.0,795.0,0.0,392.0,36.0,0.0,479.0
2019-01-07 19:00:00,3135.0,356.0,2092.0,581.0,0.0,385.0,36.0,0.0,498.0
2019-01-07 20:00:00,3002.0,356.0,2091.0,427.0,0.0,358.0,35.0,0.0,495.0
2019-01-07 21:00:00,3009.0,323.0,2088.0,54.0,0.0,172.0,15.0,0.0,502.0
2019-01-07 22:00:00,3061.0,334.0,2089.0,23.0,0.0,172.0,15.0,0.0,592.0
2019-01-07 23:00:00,3033.0,337.0,2089.0,23.0,0.0,173.0,15.0,0.0,569.0
2019-01-08 00:00:00,3066.0,338.0,2090.0,23.0,0.0,172.0,15.0,0.0,556.0
2019-01-08 01:00:00,3058.0,337.0,2090.0,22.0,0.0,191.0,14.0,0.0,541.0
2019-01-08 02:00:00,3051.0,340.0,2089.0,20.0,0.0,197.0,16.0,0.0,510.0
2019-01-08 03:00:00,3059.0,340.0,2089.0,91.0,0.0,188.0,16.0,0.0,453.0
2019-01-08 04:00:00,3190.0,341.0,2089.0,317.0,0.0,190.0,16.0,0.0,383.0
2019-01-08 05:00:00,3195.0,338.0,2091.0,510.0,2.0,184.0,16.0,0.0,314.0
2019-01-08 06:00:00,3174.0,339.0,2090.0,624.0,8.0,389.0,18.0,49.0,213.0
2019-01-08 07:00:00,3132.0,350.0,2090.0,593.0,128.0,418.0,32.0,188.0,159.0
2019-01-08 08:00:00,3075.0,357.0,2089.0,574.0,227.0,438.0,34.0,316.0,108.0
2019-01-08 09:00:00,3047.0,355.0,2088.0,482.0,243.0,460.0,35.0,400.0,73.0
2019-01-08 10:00:00,3056.0,355.0,2090.0,412.0,217.0,487.0,36.0,423.0,49.0
2019-01-08 11:00:00,3077.0,359.0,2089.0,408.0,183.0,483.0,34.0,389.0,45.0
2019-01-08 12:00:00,3109.0,357.0,2089.0,449.0,101.0,491.0,33.0,299.0,51.0
2019-01-08 13:00:00,3116.0,358.0,2088.0,618.0,17.0,488.0,33.0,167.0,38.0
2019-01-08 14:00:00,3092.0,358.0,2086.0,845.0,0.0,482.0,32.0,29.0,27.0
2019-01-08 15:00:00,3112.0,359.0,2087.0,937.0,0.0,479.0,33.0,0.0,65.0
2019-01-08 16:00:00,3090.0,358.0,2089.0,932.0,0.0,470.0,33.0,0.0,104.0
2019-01-08 17:00:00,3086.0,360.0,2090.0,889.0,0.0,458.0,33.0,0.0,146.0
2019-01-08 18:00:00,3084.0,363.0,2089.0,820.0,0.0,450.0,34.0,0.0,169.0
2019-01-08 19:00:00,3074.0,361.0,2089.0,731.0,0.0,451.0,33.0,0.0,233.0
2019-01-08 20:00:00,3059.0,362.0,2085.0,453.0,0.0,440.0,33.0,0.0,267.0
2019-01-08 21:00:00,3138.0,324.0,2088.0,127.0,0.0,203.0,14.0,0.0,256.0
2019-01-08 22:00:00,3000.0,335.0,2090.0,23.0,0.0,203.0,15.0,0.0,286.0
2019-01-08 23:00:00,2937.0,336.0,2089.0,23.0,0.0,207.0,14.0,0.0,293.0
2019-01-09 00:00:00,3002.0,336.0,2090.0,23.0,0.0,197.0,14.0,0.0,310.0
2019-01-09 01:00:00,2928.0,337.0,2091.0,23.0,0.0,192.0,14.0,0.0,298.0
2019-01-09 02:00:00,3090.0,341.0,2090.0,21.0,0.0,175.0,13.0,0.0,309.0
2019-01-09 03:00:00,3112.0,343.0,2089.0,191.0,0.0,150.0,12.0,0.0,284.0
2019-01-09 04:00:00,3116.0,341.0,2088.0,409.0,0.0,147.0,13.0,0.0,269.0
2019-01-09 05:00:00,2948.0,338.0,2087.0,670.0,15.0,144.0,14.0,0.0,259.0
2019-01-09 06:00:00,2731.0,350.0,2088.0,886.0,65.0,185.0,17.0,20.0,223.0
2019-01-09 07:00:00,2728.0,363.0,2089.0,798.0,361.0,120.0,29.0,92.0,202.0
2019-01-09 08:00:00,2751.0,376.0,2088.0,604.0,513.0,71.0,32.0,172.0,198.0
2019-01-09 09:00:00,2755.0,375.0,2088.0,354.0,568.0,61.0,34.0,217.0,180.0
2019-01-09 10:00:00,2877.0,377.0,2088.0,259.0,554.0,55.0,33.0,205.0,161.0
2019-01-09 11:00:00,2996.0,377.0,2089.0,293.0,441.0,64.0,34.0,155.0,181.0
2019-01-09 12:00:00,3047.0,377.0,2090.0,330.0,234.0,52.0,32.0,86.0,278.0
2019-01-09 13:00:00,3141.0,376.0,2088.0,534.0,45.0,56.0,33.0,21.0,355.0
2019-01-09 14:00:00,3193.0,376.0,2087.0,876.0,0.0,111.0,33.0,1.0,358.0
2019-01-09 15:00:00,3192.0,379.0,2086.0,1072.0,0.0,112.0,35.0,0.0,335.0
2019-01-09 16:00:00,3204.0,379.0,2086.0,940.0,0.0,147.0,33.0,0.0,313.0
2019-01-09 17:00:00,3196.0,378.0,2087.0,821.0,0.0,180.0,34.0,0.0,414.0
2019-01-09 18:00:00,3196.0,379.0,2088.0,831.0,0.0,213.0,34.0,0.0,430.0
2019-01-09 19:00:00,3177.0,358.0,2088.0,689.0,0.0,253.0,35.0,0.0,470.0
2019-01-09 20:00:00,3178.0,358.0,2086.0,467.0,0.0,228.0,32.0,0.0,593.0
2019-01-09 21:00:00,3043.0,337.0,2086.0,189.0,0.0,102.0,17.0,0.0,550.0
2019-01-09 22:00:00,3056.0,346.0,2088.0,47.0,0.0,86.0,19.0,0.0,620.0
2019-01-09 23:00:00,2978.0,347.0,2091.0,41.0,0.0,107.0,19.0,0.0,617.0
2019-01-10 00:00:00,3043.0,346.0,2090.0,41.0,0.0,102.0,19.0,0.0,582.0
2019-01-10 01:00:00,3033.0,349.0,2089.0,40.0,0.0,114.0,18.0,0.0,559.0
2019-01-10 02:00:00,3034.0,352.0,2090.0,50.0,0.0,117.0,18.0,0.0,543.0
2019-01-10 03:00:00,3026.0,353.0,2088.0,274.0,0.0,137.0,17.0,0.0,519.0
2019-01-10 04:00:00,3026.0,351.0,2087.0,625.0,0.0,123.0,17.0,0.0,504.0
2019-01-10 05:00:00,3026.0,346.0,2087.0,698.0,19.0,122.0,18.0,0.0,479.0
2019-01-10 06:00:00,3012.0,342.0,2087.0,757.0,104.0,164.0,20.0,6.0,460.0
2019-01-10 07:00:00,3011.0,351.0,2089.0,590.0,379.0,156.0,31.0,43.0,442.0
2019-01-10 08:00:00,3027.0,343.0,2089.0,505.0,384.0,147.0,28.0,85.0,428.0
2019-01-10 09:00:00,3038.0,349.0,2087.0,447.0,298.0,204.0,29.0,124.0,409.0
2019-01-10 10:00:00,3033.0,346.0,2086.0,510.0,199.0,203.0,29.0,115.0,318.0
2019-01-10 11:00:00,3034.0,345.0,2088.0,490.0,121.0,241.0,29.0,77.0,14.0
2019-01-10 12:00:00,3043.0,348.0,2088.0,637.0,58.0,157.0,30.0,52.0,15.0
2019-01-10 13:00:00,3028.0,351.0,2088.0,598.0,7.0,292.0,30.0,18.0,33.0
2019-01-10 14:00:00,3034.0,350.0,2086.0,874.0,0.0,290.0,31.0,1.0,78.0
2019-01-10 15:00:00,3038.0,351.0,2087.0,1031.0,0.0,241.0,31.0,0.0,62.0
2019-01-10 16:00:00,3035.0,351.0,2087.0,1125.0,0.0,201.0,31.0,0.0,80.0
2019-01-10 17:00:00,3025.0,350.0,2088.0,1006.0,0.0,222.0,30.0,0.0,100.0
2019-01-10 18:00:00,3028.0,348.0,2087.0,797.0,0.0,351.0,30.0,0.0,92.0
2019-01-10 19:00:00,3027.0,347.0,2087.0,674.0,0.0,351.0,30.0,0.0,428.0
2019-01-10 20:00:00,3017.0,347.0,2088.0,477.0,0.0,410.0,29.0,0.0,452.0
2019-01-10 21:00:00,3006.0,323.0,2088.0,45.0,0.0,217.0,15.0,0.0,442.0
2019-01-10 22:00:00,2968.0,334.0,2087.0,46.0,0.0,216.0,13.0,0.0,78.0
2019-01-10 23:00:00,2954.0,333.0,2088.0,46.0,0.0,216.0,15.0,0.0,33.0
2019-01-11 00:00:00,2959.0,332.0,2089.0,47.0,0.0,212.0,15.0,0.0,72.0
2019-01-11 01:00:00,2971.0,332.0,2087.0,46.0,0.0,201.0,14.0,0.0,18.0
2019-01-11 02:00:00,3048.0,329.0,2086.0,45.0,0.0,174.0,14.0,0.0,117.0
2019-01-11 03:00:00,3138.0,322.0,2088.0,77.0,0.0,161.0,10.0,0.0,109.0
2019-01-11 04:00:00,3227.0,326.0,2088.0,357.0,0.0,108.0,10.0,0.0,377.0
2019-01-11 05:00:00,3316.0,322.0,2086.0,505.0,0.0,64.0,10.0,0.0,384.0
2019-01-11 06:00:00,3370.0,322.0,2087.0,604.0,9.0,136.0,12.0,21.0,458.0
2019-01-11 07:00:00,3320.0,326.0,2088.0,628.0,26.0,76.0,12.0,85.0,486.0
2019-01-11 08:00:00,3327.0,339.0,2091.0,682.0,72.0,52.0,30.0,168.0,481.0
2019-01-11 09:00:00,3397.0,343.0,2089.0,566.0,78.0,25.0,29.0,243.0,458.0
2019-01-11 10:00:00,3409.0,342.0,2087.0,494.0,57.0,12.0,27.0,273.0,449.0
2019-01-11 11:00:00,3401.0,341.0,2086.0,453.0,35.0,14.0,28.0,272.0,431.0
2019-01-11 12:00:00,3383.0,338.0,2088.0,490.0,15.0,22.0,28.0,222.0,335.0
2019-01-11 13:00:00,3378.0,341.0,2089.0,619.0,2.0,26.0,28.0,131.0,311.0
2019-01-11 14:00:00,3344.0,345.0,2089.0,779.0,0.0,49.0,28.0,26.0,313.0
2019-01-11 15:00:00,3226.0,348.0,2089.0,852.0,0.0,66.0,24.0,0.0,316.0
2019-01-11 16:00:00,3249.0,349.0,2090.0,924.0,0.0,72.0,23.0,0.0,315.0
2019-01-11 17:00:00,3304.0,347.0,2090.0,840.0,0.0,68.0,23.0,0.0,301.0
2019-01-11 18:00:00,3330.0,349.0,2089.0,813.0,0.0,41.0,23.0,0.0,362.0
2019-01-11 19:00:00,3306.0,340.0,2089.0,731.0,0.0,28.0,23.0,0.0,228.0
2019-01-11 20:00:00,3308.0,337.0,2089.0,454.0,0.0,17.0,24.0,0.0,130.0
2019-01-11 21:00:00,3335.0,301.0,2088.0,55.0,0.0,7.0,15.0,0.0,74.0
2019-01-11 22:00:00,3311.0,316.0,2091.0,23.0,0.0,18.0,16.0,0.0,45.0
2019-01-11 23:00:00,3333.0,318.0,2090.0,23.0,0.0,19.0,16.0,0.0,42.0
2019-01-12 00:00:00,3329.0,318.0,2089.0,23.0,0.0,20.0,16.0,0.0,47.0
2019-01-12 01:00:00,3206.0,318.0,2087.0,22.0,0.0,120.0,16.0,0.0,37.0
2019-01-12 02:00:00,3291.0,318.0,2088.0,20.0,0.0,148.0,15.0,0.0,25.0
2019-01-12 03:00:00,3292.0,319.0,2091.0,42.0,0.0,161.0,15.0,0.0,41.0
2019-01-12 04:00:00,3277.0,321.0,2090.0,205.0,0.0,149.0,15.0,0.0,48.0
