UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,avg_solar_production_forecast,avg_wind_production_forecast
2020-05-29 22:00:00,16,5819,2264,88,1278,7709,2285,0,10236.02,1855.7
2020-05-29 23:00:00,17,6745,2265,88,1278,6081,2888,0,9310.65,2302.93
2020-05-30 00:00:00,14,8609,2268,88,1278,3982,2901,0,7383.05,2573.91
2020-05-30 01:00:00,16,9325,2268,89,1278,3295,2965,0,3957.06,2632.24
2020-05-30 02:00:00,16,9130,2268,87,1278,1063,2745,0,896.95,2588.32
2020-05-30 03:00:00,16,8676,2264,88,1278,0,2930,0,13.62,2534.58
2020-05-30 04:00:00,16,8265,2264,88,1278,0,2919,0,1.22,2485.28
2020-05-30 05:00:00,17,7172,2264,88,1278,0,3191,0,0,2408.75
2020-05-30 06:00:00,18,6447,2265,88,1278,0,2982,0,0,2263.69
2020-05-30 07:00:00,19,6145,2266,89,1278,0,2577,0,0,2245.09
2020-05-30 08:00:00,17,5527,2267,88,1278,0,2148,0,0,2060.88
2020-05-30 09:00:00,17,5058,2265,89,1278,0,1796,0,0,1803.47
2020-05-30 10:00:00,18,4749,2265,88,1278,0,1685,0,0,1646.43
2020-05-30 11:00:00,19,4213,2264,89,1278,0,1553,0,0,1557.28
2020-05-30 12:00:00,19,4109,2267,89,1278,0,1602,0,39.31,1508.53
2020-05-30 13:00:00,16,3520,2267,89,1278,407,1611,0,1790.02,1482.4
2020-05-30 14:00:00,17,3314,2269,89,1278,3844,1715,0,5898.52,1440.16
2020-05-30 15:00:00,17,3257,2268,89,1278,6537,1767,0,8412.56,1404.19
2020-05-30 16:00:00,17,3218,2268,89,1278,6372,1722,0,9625.07,1406.53
2020-05-30 17:00:00,18,3410,2267,89,1278,8714,1528,0,10023.25,1454.49
2020-05-30 18:00:00,18,3350,2266,89,1278,9752,1291,0,10398.78,1543.3
2020-05-30 19:00:00,17,3456,2266,89,1278,9976,1463,0,10502.49,1690.23
2020-05-30 20:00:00,17,3242,2264,89,1278,9249,1938,0,10480.79,1921.63
2020-05-30 21:00:00,18,3308,2264,89,1278,8608,2018,0,10323.49,2174.53
2020-05-30 22:00:00,19,3347,2267,89,1278,7940,2760,0,9897.33,2387.21
2020-05-30 23:00:00,19,3803,2268,89,1278,7864,2416,0,8965.67,2565.19
2020-05-31 00:00:00,19,4274,2266,89,1278,5968,2116,0,7396.96,2667.82
2020-05-31 01:00:00,18,6387,2266,88,1278,4159,2777,0,4081.55,2673.78
2020-05-31 02:00:00,17,6805,2264,88,1278,1209,2751,0,628.45,2684.27
2020-05-31 03:00:00,17,7305,2265,89,1278,0,2420,0,7.4,2720.51
2020-05-31 04:00:00,17,7766,2264,89,1278,0,2841,0,0,2717.33
2020-05-31 05:00:00,17,6679,2263,88,1278,0,2795,0,0,2706.14
2020-05-31 06:00:00,17,4945,2265,89,1278,0,2866,0,0,2731.57
2020-05-31 07:00:00,17,4600,2262,89,1278,0,3172,0,0,2595.32
2020-05-31 08:00:00,17,3874,2265,89,1278,0,2812,0,0,2498.55
2020-05-31 09:00:00,18,3693,2264,89,1278,0,2934,0,0,2355.39
2020-05-31 10:00:00,18,3633,2262,88,1278,0,2858,0,0,2107.5
2020-05-31 11:00:00,18,3619,2265,89,1278,0,2939,0,0,1807.64
2020-05-31 12:00:00,18,3503,2266,88,1278,0,2544,0,43.99,1505.91
2020-05-31 13:00:00,18,3126,2266,89,1278,416,2222,0,1762.43,1147.76
2020-05-31 14:00:00,17,2621,2266,89,1278,3532,1843,0,5401.29,760.09
2020-05-31 15:00:00,19,2873,2265,90,1278,5027,1458,0,7790.96,469.35
2020-05-31 16:00:00,21,2730,2266,89,1278,6456,1004,0,8565.83,312.35
2020-05-31 17:00:00,22,2740,2265,89,1278,7252,800,0,8846.34,250.74
2020-05-31 18:00:00,19,2744,2260,89,1278,8323,758,0,9050.86,256.03
2020-05-31 19:00:00,18,2478,2266,89,1278,8981,1090,0,9212.81,317.19
2020-05-31 20:00:00,19,2385,2266,89,1278,9251,1292,0,9207.78,467.24
2020-05-31 21:00:00,19,2414,2266,88,1278,8216,2030,0,9182.97,781.5
2020-05-31 22:00:00,19,2910,2264,89,1278,7919,2120,0,8704.08,1249.62
2020-05-31 23:00:00,19,3381,2263,89,1278,7202,1934,0,8000.91,1783.71
2020-06-01 00:00:00,18,4443,2266,89,1278,5999,2119,0,6728.62,2325.66
2020-06-01 01:00:00,19,5284,2266,89,1278,4105,2679,0,3696.01,2776.86
2020-06-01 02:00:00,18,6387,2267,88,1278,1248,3448,0,579.86,3015.03
2020-06-01 03:00:00,18,6660,2267,89,1278,0,3363,0,7.42,3036.02
2020-06-01 04:00:00,19,6691,2269,89,1278,0,3229,0,0,2885.34
2020-06-01 05:00:00,19,5872,2268,89,1278,0,3336,0,0,2652.03
2020-06-01 06:00:00,18,5464,2269,89,1278,0,2486,0,0,2452.74
2020-06-01 07:00:00,18,4886,2268,88,1278,0,1963,0,0,1815.16
2020-06-01 08:00:00,17,4253,2269,88,1278,0,1651,0,0,1679.22
2020-06-01 09:00:00,17,3756,2269,89,1278,0,1632,0,0,1601.05
2020-06-01 10:00:00,17,3860,2271,89,1278,0,1303,0,0,1518.85
2020-06-01 11:00:00,17,3971,2270,89,1278,0,1188,0,0,1435.59
2020-06-01 12:00:00,16,4347,2269,88,1278,0,1120,0,45.9,1345.98
2020-06-01 13:00:00,17,4920,2269,88,1278,405,1372,0,1640.7,1182.89
2020-06-01 14:00:00,16,4433,2270,89,1278,3256,1354,0,5091.53,926.89
2020-06-01 15:00:00,18,4271,2269,89,1278,5941,1163,0,7191.3,636.27
2020-06-01 16:00:00,21,4432,2268,89,1278,8264,874,0,8009.02,392.8
2020-06-01 17:00:00,21,4669,2269,89,1278,9088,478,0,8754.96,268.15
2020-06-01 18:00:00,21,4963,2268,89,1278,9429,265,0,9020.05,242.49
2020-06-01 19:00:00,20,5179,2269,89,1278,8808,376,0,8949.82,255.05
2020-06-01 20:00:00,23,5389,2267,89,1278,8909,401,0,8916.89,297.71
2020-06-01 21:00:00,20,6166,2267,89,1278,8512,416,0,8580.19,391.37
2020-06-01 22:00:00,18,7037,2267,89,1278,7714,415,0,7928.16,564.66
2020-06-01 23:00:00,19,8747,2268,87,1278,7024,536,0,7019.95,840.31
2020-06-02 00:00:00,17,9794,2269,88,1278,5515,948,0,5767.69,1207.86
2020-06-02 01:00:00,17,10780,2270,58,1278,3242,1698,0,3094.53,1609.99
2020-06-02 02:00:00,16,11417,2269,59,1278,789,2022,0,478.53,1950.75
2020-06-02 03:00:00,17,10976,2269,88,1278,19,2567,0,5.19,2126.28
2020-06-02 04:00:00,16,10959,2271,88,1278,5,2366,0,0,2009.93
2020-06-02 05:00:00,18,8854,2270,88,1278,5,2034,0,0,1666.43
2020-06-02 06:00:00,17,8351,2271,88,1278,5,1466,0,0,1309.24
2020-06-02 07:00:00,16,7538,2271,88,1278,6,1305,0,0,1241.34
2020-06-02 08:00:00,16,6669,2271,88,1278,6,1383,0,0,900.96
2020-06-02 09:00:00,16,6363,2271,88,1278,5,1160,0,0,671.48
2020-06-02 10:00:00,16,6235,2271,89,1278,4,1014,0,0,500.95
2020-06-02 11:00:00,17,6320,2271,88,1278,4,691,0,0,367.95
2020-06-02 12:00:00,17,6890,2271,88,1278,2,599,0,37.48,283.7
2020-06-02 13:00:00,16,7135,2270,89,1278,321,550,0,1547.23,218.55
2020-06-02 14:00:00,17,6280,2272,89,1278,3110,429,0,5027.24,151.68
2020-06-02 15:00:00,16,6434,2275,69,1278,6299,291,0,7285.8,107.22
2020-06-02 16:00:00,17,6646,2268,52,1278,5350,147,0,8524.62,104.28
2020-06-02 17:00:00,19,6850,2273,58,1278,5833,162,0,9167.22,124.33
2020-06-02 18:00:00,19,8274,2273,54,1278,7056,167,0,9376.76,128.87
2020-06-02 19:00:00,18,8757,2269,56,1278,7456,145,0,9304.86,112.18
2020-06-02 20:00:00,18,9366,2265,66,1278,7791,240,0,9186.99,108.57
2020-06-02 21:00:00,19,10494,2265,74,1278,7999,277,0,9055.77,152.19
2020-06-02 22:00:00,18,11646,2266,57,1278,7507,335,0,8619.13,269.37
2020-06-02 23:00:00,19,12339,2268,57,1278,6254,495,0,7904.17,494.86
2020-06-03 00:00:00,19,13442,2267,56,1278,5259,710,0,6621.47,854.56
2020-06-03 01:00:00,18,15231,2270,56,1278,2806,804,0,3674.37,1304.85
2020-06-03 02:00:00,18,16228,2270,56,1278,1016,733,0,580.03,1772.62
2020-06-03 03:00:00,17,16231,2262,56,1278,11,1018,0,6.33,2076.69
2020-06-03 04:00:00,17,15459,2265,56,1278,0,1064,0,0,2090.27
2020-06-03 05:00:00,19,13427,2264,56,1278,0,1061,0,0,1954.85
2020-06-03 06:00:00,18,10963,2266,56,1278,0,1017,0,0,1823.77
2020-06-03 07:00:00,19,9035,2269,56,1278,0,896,0,0,1283.13
2020-06-03 08:00:00,18,8574,2270,57,1278,0,1009,0,0,1220.99
2020-06-03 09:00:00,19,7366,2263,83,1278,0,939,0,0,1188.03
2020-06-03 10:00:00,18,7197,2259,88,1278,0,870,0,0,1135.12
2020-06-03 11:00:00,19,7182,2260,88,1278,0,694,0,0,1082.88
2020-06-03 12:00:00,19,7575,2263,88,1278,0,486,0,46.09,1077.96
2020-06-03 13:00:00,18,8615,2266,88,1278,226,455,0,1752.24,1059.09
2020-06-03 14:00:00,19,7932,2261,88,1278,3876,330,0,5740.07,972.39
2020-06-03 15:00:00,17,7466,2261,88,1278,6565,220,0,8345.62,847.72
2020-06-03 16:00:00,15,7209,2261,88,1278,8874,199,0,9582.42,664.77
2020-06-03 17:00:00,16,7621,2263,87,1278,10046,106,0,10320.9,493.58
2020-06-03 18:00:00,16,8584,2266,87,1278,10620,31,0,10718.55,420.55
2020-06-03 19:00:00,17,9687,2268,88,1278,10853,224,0,10716.55,399.06
2020-06-03 20:00:00,16,11232,2266,87,1278,10691,283,0,10669.49,386.7
2020-06-03 21:00:00,17,13148,2259,88,1278,10045,475,0,10475.67,506.63
2020-06-03 22:00:00,17,14655,2263,88,1278,9324,972,0,9975.73,861.74
2020-06-03 23:00:00,16,15539,2266,88,1278,8726,2067,0,9109.58,1327.63
2020-06-04 00:00:00,16,15863,2265,88,1278,7971,2764,0,7721.02,1791.04
2020-06-04 01:00:00,15,17638,2267,87,1278,5700,3320,0,4390.07,2174.31
2020-06-04 02:00:00,18,19236,2271,88,1278,1824,3071,0,685.13,2406.12
2020-06-04 03:00:00,15,18104,2270,88,1278,25,3535,0,8.48,2503.72
2020-06-04 04:00:00,16,16656,2268,87,1278,0,3407,0,0,2491.66
2020-06-04 05:00:00,16,13934,2270,87,1278,0,3487,0,0,2396.51
2020-06-04 06:00:00,16,11026,2271,87,1278,0,3192,0,0,2267.66
2020-06-04 07:00:00,17,10133,2271,87,1278,0,3028,0,0,2956.08
2020-06-04 08:00:00,17,7855,2271,87,1278,0,3083,0,0,2896.52
2020-06-04 09:00:00,17,6719,2270,88,1278,0,3035,0,0,2780.93
2020-06-04 10:00:00,16,6309,2269,88,1278,0,2885,0,0,2577.87
2020-06-04 11:00:00,17,5807,2269,87,1278,0,2550,0,0,2280.34
2020-06-04 12:00:00,17,6683,2266,87,1278,0,2216,0,58.56,1949.84
2020-06-04 13:00:00,14,7389,2266,88,1278,460,1852,0,2146.11,1571.15
2020-06-04 14:00:00,13,6483,2266,88,1278,4399,1491,0,6664.89,1111.34
2020-06-04 15:00:00,14,5481,2268,85,1278,8243,961,0,9354.59,651.43
2020-06-04 16:00:00,14,6117,2266,88,1278,9790,698,0,10376.4,310.92
2020-06-04 17:00:00,14,6330,2266,88,1278,10540,558,0,10940.3,164.49
2020-06-04 18:00:00,14,6724,2264,88,1278,10928,551,0,11127.41,155.76
2020-06-04 19:00:00,13,7623,2260,88,1278,11100,601,0,11128.62,235.6
2020-06-04 20:00:00,14,8489,2258,88,1278,11040,672,0,11054.24,437.85
2020-06-04 21:00:00,15,9411,2256,88,1278,10987,891,0,10768.22,781.28
2020-06-04 22:00:00,13,10536,2258,88,1278,10680,1247,0,10196.49,1212.07
2020-06-04 23:00:00,12,11700,2260,88,1278,9647,1846,0,9277.34,1619.28
2020-06-05 00:00:00,14,12049,2259,88,1278,8851,2287,0,7756.48,1886.01
2020-06-05 01:00:00,15,14246,2264,88,1278,6494,2166,0,4380.85,1994.65
2020-06-05 02:00:00,15,16576,2268,88,1278,2159,1865,0,683.11,2049.6
2020-06-05 03:00:00,15,16245,2268,88,1278,15,1775,0,7.26,2146.6
2020-06-05 04:00:00,16,15992,2271,88,1278,0,1819,0,0,2281.88
2020-06-05 05:00:00,18,13662,2269,88,1278,0,2097,0,0,2446.63
2020-06-05 06:00:00,15,11199,2269,88,1278,0,2579,0,0,2592.34
2020-06-05 07:00:00,15,8891,2270,88,1278,0,2924,0,0,2500.53
2020-06-05 08:00:00,15,6911,2269,89,1278,0,3332,0,0,2467.13
2020-06-05 09:00:00,16,5810,2267,89,1278,0,3135,0,0,2423.65
2020-06-05 10:00:00,16,6051,2264,89,1278,0,2996,0,0,2364.54
2020-06-05 11:00:00,15,6024,2262,89,1278,0,2716,0,0,2298.02
2020-06-05 12:00:00,15,6133,2261,89,1278,0,2515,0,36.78,2243.34
2020-06-05 13:00:00,17,6379,2259,89,1278,182,2636,0,1662.83,2174.32
2020-06-05 14:00:00,16,5807,2260,89,1278,2457,2573,0,5311.68,2046.59
2020-06-05 15:00:00,17,4939,2261,89,1278,4308,2453,0,7647.14,1945.09
2020-06-05 16:00:00,15,5028,2263,88,1278,5583,2558,0,8701.41,1981.39
2020-06-05 17:00:00,16,4352,2264,88,1278,6736,3164,0,9396.84,2160.64
2020-06-05 18:00:00,16,4423,2265,89,1278,8788,3035,0,9766.62,2422.87
2020-06-05 19:00:00,14,4148,2264,89,1278,9429,2936,0,9777.24,2670.46
2020-06-05 20:00:00,16,3675,2266,89,1278,9649,3388,0,9674.51,2842.25
2020-06-05 21:00:00,16,3755,2264,89,1278,9688,2999,0,9409.48,2951.44
2020-06-05 22:00:00,17,3996,2262,89,1278,8855,3467,0,8869.33,3065.07
2020-06-05 23:00:00,16,4525,2260,89,1278,8371,3611,0,8066.61,3266.86
2020-06-06 00:00:00,18,5347,2262,89,1278,6385,3917,0,6774.91,3487.7
2020-06-06 01:00:00,17,5980,2262,89,1278,4734,4142,0,3667.33,3578.97
2020-06-06 02:00:00,18,6893,2262,90,1278,1432,4186,0,513.84,3597
2020-06-06 03:00:00,17,7259,2262,89,1278,74,4128,0,7.95,3685.6
2020-06-06 04:00:00,18,7371,2264,90,1278,37,3846,0,0,3776.04
2020-06-06 05:00:00,18,6550,2265,89,1278,36,3886,0,0,3824.64
2020-06-06 06:00:00,18,6351,2265,89,1278,37,3683,0,0,3869.68
2020-06-06 07:00:00,19,5646,2266,89,1278,37,3486,0,0,3636.72
2020-06-06 08:00:00,18,4524,2266,89,1278,37,4105,0,0,3619.63
2020-06-06 09:00:00,19,3965,2267,89,1278,0,4105,0,0,3623.53
2020-06-06 10:00:00,19,3451,2267,89,1278,0,3855,0,0,3661.7
2020-06-06 11:00:00,18,3320,2266,89,1278,0,3736,0,0,3690.43
2020-06-06 12:00:00,18,3351,2266,90,1278,0,3513,0,38.62,3675.82
2020-06-06 13:00:00,18,3445,2266,89,1278,358,3323,0,1795.51,3638.99
2020-06-06 14:00:00,17,2720,2266,90,1278,3550,3361,0,5776.84,3640.29
2020-06-06 15:00:00,17,2606,2266,89,1278,4632,3580,0,8365.89,3698.19
2020-06-06 16:00:00,17,2530,2268,53,1278,5328,4053,0,9587.24,3771.66
2020-06-06 17:00:00,16,2616,2268,56,1278,6140,4311,0,10321.26,3847.49
2020-06-06 18:00:00,17,2642,2269,56,1278,6358,4128,0,10632.63,3943.14
2020-06-06 19:00:00,16,2804,2268,56,1278,5889,4160,0,10811.92,4070.4
2020-06-06 20:00:00,15,2673,2267,60,1278,5995,4276,0,10855.01,4192.42
2020-06-06 21:00:00,15,2590,2268,87,1278,6485,4383,0,10714.74,4271.94
2020-06-06 22:00:00,14,2695,2267,88,1278,6730,4408,0,10305.61,4318.17
2020-06-06 23:00:00,15,2895,2269,88,1278,6968,4617,0,9612.29,4347.96
2020-06-07 00:00:00,17,3553,2270,89,1278,6345,4575,0,8187.55,4350.31
2020-06-07 01:00:00,17,3481,2268,89,1278,6248,4568,0,4448.56,4295.46
2020-06-07 02:00:00,16,3930,2271,89,1278,2184,4353,0,639.51,4202.93
2020-06-07 03:00:00,17,4705,2271,89,1278,19,3953,0,8.51,4103.66
2020-06-07 04:00:00,15,5202,2269,89,1278,0,3520,0,0,4008.55
2020-06-07 05:00:00,16,5038,2269,90,1278,0,3219,0,0,3919.3
2020-06-07 06:00:00,15,4435,2271,89,1278,0,3437,0,0,3833.46
2020-06-07 07:00:00,16,3810,2273,89,1278,0,3581,0,0,3946.28
2020-06-07 08:00:00,14,3321,2272,89,1278,0,3594,0,0,3851.16
2020-06-07 09:00:00,17,2805,2269,89,1278,0,3565,0,0,3738.69
2020-06-07 10:00:00,16,2679,2270,90,1278,0,3572,0,0,3631.33
2020-06-07 11:00:00,19,2508,2270,46,1278,0,3591,0,0,3517.47
2020-06-07 12:00:00,19,2517,2270,46,1278,0,3669,0,41.08,3399.64
2020-06-07 13:00:00,21,2430,2268,46,1278,515,3576,0,1575.39,3269.95
2020-06-07 14:00:00,21,2246,2271,46,1278,2893,3494,0,6572.31,3167.55
2020-06-07 15:00:00,20,2470,2271,46,1278,3486,3161,0,9280.02,3140.3
2020-06-07 16:00:00,20,2185,2273,46,1278,4489,3205,0,10408.33,3152.56
2020-06-07 17:00:00,21,2364,2272,46,1278,4422,3054,0,11029.41,3179.02
2020-06-07 18:00:00,20,2220,2271,46,1278,4708,3081,0,11296.55,3213.11
2020-06-07 19:00:00,23,2260,2272,46,1278,5083,2976,0,11345.17,3260.64
2020-06-07 20:00:00,20,2033,2275,46,1278,5860,3189,0,11337.41,3380.13
2020-06-07 21:00:00,19,2079,2274,46,1278,5315,3363,0,11235.44,3614.03
2020-06-07 22:00:00,21,2199,2274,46,1278,5546,3804,0,10785.04,3871.32
2020-06-07 23:00:00,19,2221,2272,46,1278,6101,4128,0,10006.91,4029.76
2020-06-08 00:00:00,19,2910,2272,46,1278,6128,4297,0,8519.47,4086.62
2020-06-08 01:00:00,18,3183,2273,45,1278,5020,4532,0,3191.6,4082.05
2020-06-08 02:00:00,18,3377,2273,46,1278,2374,4245,0,676.03,3996.54
2020-06-08 03:00:00,17,3988,2272,46,1278,48,3955,0,9.09,3848.02
2020-06-08 04:00:00,18,4678,2271,46,1278,0,3738,0,0,3708.69
2020-06-08 05:00:00,18,4614,2273,46,1278,0,3309,0,0,3595.78
2020-06-08 06:00:00,18,3852,2275,46,1278,0,2986,0,0,3474.79
2020-06-08 07:00:00,18,3874,2276,46,1278,0,2381,0,0,3368.21
2020-06-08 08:00:00,18,3110,2275,46,1278,0,2591,0,0,3245.16
2020-06-08 09:00:00,18,2921,2275,46,1278,0,3044,0,0,3092.88
2020-06-08 10:00:00,18,2891,2277,46,1278,0,2914,0,0,2895.36
2020-06-08 11:00:00,19,2917,2276,46,1278,0,2289,0,0,2654.53
2020-06-08 12:00:00,20,3525,2273,46,1278,0,1709,0,42.73,2363.11
2020-06-08 13:00:00,21,4176,2275,46,1278,577,1675,0,1648.3,1971.39
2020-06-08 14:00:00,20,2720,2277,46,1278,5058,1206,0,6777.95,1501.57
2020-06-08 15:00:00,19,2669,2278,46,1278,7025,1598,0,9498.21,1092.01
2020-06-08 16:00:00,18,2686,2277,46,1278,7454,2437,0,10554.84,862.75
2020-06-08 17:00:00,19,3177,2278,46,1278,7850,2817,0,11153.46,869.12
2020-06-08 18:00:00,18,3137,2277,46,1278,8754,2491,0,11388.99,946.39
2020-06-08 19:00:00,18,3140,2277,46,1278,8464,2071,0,11400.6,925.31
2020-06-08 20:00:00,17,3416,2272,47,1278,8792,1669,0,11366.5,833.88
2020-06-08 21:00:00,17,3454,2274,46,1278,9600,1197,0,11247.32,710.24
2020-06-08 22:00:00,16,3928,2276,47,1278,9389,955,0,10827.67,614.14
2020-06-08 23:00:00,17,5042,2276,46,1278,8494,1033,0,10040.76,609.19
2020-06-09 00:00:00,17,6289,2277,46,1278,8358,1237,0,8573.49,702.77
2020-06-09 01:00:00,17,7152,2277,46,1278,7324,1322,0,3318.06,851.16
2020-06-09 02:00:00,17,9626,2277,47,1278,2765,1781,0,704.74,1050.54
2020-06-09 03:00:00,17,10810,2278,46,1278,72,2132,0,9.69,1270.48
2020-06-09 04:00:00,18,11282,2279,46,1278,6,2234,0,0,1388.46
2020-06-09 05:00:00,17,9627,2277,46,1278,0,1974,0,0,1356.62
2020-06-09 06:00:00,18,8688,2275,46,1278,0,1590,0,0,1267.53
2020-06-09 07:00:00,18,8195,2276,46,1278,0,1158,0,0,1425.38
2020-06-09 08:00:00,18,6792,2275,46,1278,0,929,0,0,1275.51
2020-06-09 09:00:00,17,5948,2273,46,1278,0,965,0,0,1115.66
2020-06-09 10:00:00,18,5744,2274,46,1278,0,980,0,0,910.69
2020-06-09 11:00:00,18,5171,2272,46,1278,0,1013,0,0,712.42
2020-06-09 12:00:00,17,5843,2273,46,1278,0,911,0,43.82,580.17
2020-06-09 13:00:00,17,5958,2273,46,1278,620,708,0,1786.58,474.19
2020-06-09 14:00:00,15,5277,2273,46,1278,4763,525,0,6914.44,365.77
2020-06-09 15:00:00,15,4712,2273,46,1278,7757,452,0,9533.87,304.31
2020-06-09 16:00:00,16,4906,2272,46,1278,8695,486,0,10550.96,315.97
2020-06-09 17:00:00,15,5061,2272,46,1278,9094,669,0,11161.18,342.24
2020-06-09 18:00:00,15,5057,2274,46,1278,9823,768,0,11387.3,328.54
2020-06-09 19:00:00,16,4942,2274,46,1278,10060,659,0,11403.12,268.23
2020-06-09 20:00:00,15,5569,2273,46,1278,10886,445,0,11376.81,199.53
2020-06-09 21:00:00,10,6101,2270,47,1278,11056,300,0,11262.6,158.83
2020-06-09 22:00:00,11,7781,2271,47,1278,10852,170,0,10848.76,159.91
2020-06-09 23:00:00,10,9883,2271,46,1278,10430,80,0,10049.45,228.56
2020-06-10 00:00:00,13,11688,2272,46,1278,9450,248,0,8604.03,387.31
2020-06-10 01:00:00,11,13731,2273,46,1278,7380,625,0,3421.19,625.13
2020-06-10 02:00:00,12,15820,2274,46,1278,2890,1343,0,746.02,931.78
2020-06-10 03:00:00,13,16134,2275,47,1278,160,1723,0,10,1278.3
2020-06-10 04:00:00,14,15266,2276,46,1278,91,1858,0,0,1612.16
2020-06-10 05:00:00,14,12778,2275,46,1278,92,2047,0,0,1894.02
2020-06-10 06:00:00,14,10517,2274,46,1278,92,2139,0,0,2099.97
2020-06-10 07:00:00,14,8511,2274,46,1278,92,2199,0,0,2272.14
2020-06-10 08:00:00,15,6578,2276,46,1278,92,2105,0,0,2325.06
2020-06-10 09:00:00,18,5960,2274,46,1278,92,2254,0,0,2268.96
2020-06-10 10:00:00,16,5411,2276,46,1278,92,2099,0,0,2060.85
2020-06-10 11:00:00,14,5766,2275,46,1278,91,1780,0,0,1723.99
2020-06-10 12:00:00,15,5947,2277,46,1278,89,1301,0,46.82,1337.88
2020-06-10 13:00:00,16,6238,2275,46,1278,731,928,0,1866.72,940.26
2020-06-10 14:00:00,15,5895,2274,49,1278,5044,591,0,6972.94,555.98
2020-06-10 15:00:00,15,5432,2273,69,1278,8725,274,0,9548.77,269.47
2020-06-10 16:00:00,13,5823,2275,89,1278,10068,122,0,10541.3,135.74
2020-06-10 17:00:00,13,6069,2274,87,1278,10790,130,0,11169.34,123.04
2020-06-10 18:00:00,14,6577,2271,88,1278,11134,218,0,11380.76,140.31
2020-06-10 19:00:00,15,7168,2270,89,1278,11216,286,0,11377.15,145.19
2020-06-10 20:00:00,15,9257,2273,89,1278,11197,200,0,11353.88,143
2020-06-10 21:00:00,15,11846,2275,89,1278,10886,157,0,11226.38,160.14
2020-06-10 22:00:00,15,13583,2275,89,1278,10888,204,0,10795.97,226.82
2020-06-10 23:00:00,15,15510,2272,89,1278,10155,242,0,9999.42,383.94
2020-06-11 00:00:00,15,16164,2275,89,1278,9322,356,0,8567.15,669.93
2020-06-11 01:00:00,15,17562,2276,89,1278,7188,667,0,3543.45,1071.99
2020-06-11 02:00:00,15,19779,2276,89,1278,2787,1277,0,798.38,1481.01
2020-06-11 03:00:00,14,19171,2275,89,1278,312,2071,0,10.36,1849.01
2020-06-11 04:00:00,16,17497,2275,88,1278,0,2339,0,0,2153.24
2020-06-11 05:00:00,16,14186,2274,89,1278,0,2609,0,0,2364.11
2020-06-11 06:00:00,15,11842,2278,89,1278,0,2641,0,0,2489.76
2020-06-11 07:00:00,17,8955,2281,89,1278,0,2584,0,0,2563.22
2020-06-11 08:00:00,16,8116,2276,89,1278,0,2427,0,0,2399.44
2020-06-11 09:00:00,17,7072,2278,89,1278,0,2440,0,0,2141.46
2020-06-11 10:00:00,14,7057,2275,89,1278,0,2362,0,0,1859.16
2020-06-11 11:00:00,15,7429,2273,89,1278,0,1918,0,0,1604.68
2020-06-11 12:00:00,15,7432,2272,89,1278,0,1550,0,57.03,1381.32
2020-06-11 13:00:00,16,7793,2271,89,1278,503,1537,0,2095.46,1126.51
2020-06-11 14:00:00,13,6649,2271,89,1278,4427,1352,0,6526.23,835.75
2020-06-11 15:00:00,15,6288,2273,88,1278,8095,1086,0,9534.85,598.75
2020-06-11 16:00:00,16,6400,2273,89,1278,9625,878,0,10679.13,450.97
2020-06-11 17:00:00,15,6553,2273,88,1278,10420,832,0,11266.11,385.92
2020-06-11 18:00:00,16,6838,2273,88,1278,10859,735,0,11537.54,381.32
2020-06-11 19:00:00,16,7415,2271,89,1278,11038,606,0,11571.02,446.89
2020-06-11 20:00:00,19,7720,2269,89,1278,10954,940,0,11528.76,636.71
2020-06-11 21:00:00,18,9400,2272,89,1278,10888,1049,0,11343.69,956.28
2020-06-11 22:00:00,17,10894,2271,89,1278,10634,1470,0,10881.25,1358.44
2020-06-11 23:00:00,19,12032,2274,89,1278,9999,2214,0,10178.6,1759.16
2020-06-12 00:00:00,16,13135,2272,89,1278,9012,2322,0,8658.48,2052.82
2020-06-12 01:00:00,18,14189,2274,89,1278,6700,2380,0,5131.46,2184.72
2020-06-12 02:00:00,18,16327,2276,88,1278,2385,2169,0,1307.17,2184.29
2020-06-12 03:00:00,18,16310,2275,89,1278,14,1675,0,37.38,2138.2
2020-06-12 04:00:00,18,16102,2272,89,1278,0,1294,0,3.81,2078.45
2020-06-12 05:00:00,19,14220,2275,89,1278,0,1310,0,0,2020.98
2020-06-12 06:00:00,19,11253,2274,89,1278,0,1330,0,0,1968.35
2020-06-12 07:00:00,20,8834,2275,90,1278,0,1556,0,0,1850.71
2020-06-12 08:00:00,19,7881,2274,90,1278,0,1487,0,0,1862.41
2020-06-12 09:00:00,19,6767,2273,89,1278,0,1641,0,0,1904.73
2020-06-12 10:00:00,19,5888,2271,89,1278,0,1779,0,0,1948.01
2020-06-12 11:00:00,19,5517,2270,88,1278,0,2011,0,0,1961.15
2020-06-12 12:00:00,18,5701,2271,88,1278,0,1949,0,56.84,1901.35
2020-06-12 13:00:00,15,6219,2268,89,1278,480,1852,0,1797.04,1759.28
2020-06-12 14:00:00,15,5306,2268,89,1278,4370,1991,0,5780.34,1597.21
2020-06-12 15:00:00,16,4170,2268,89,1278,7785,1818,0,8792.64,1500.47
2020-06-12 16:00:00,16,4217,2269,88,1278,9376,2096,0,10131.48,1500.31
2020-06-12 17:00:00,14,4240,2255,89,1278,10191,2303,0,10797.5,1587.52
2020-06-12 18:00:00,14,4015,2133,89,1278,10509,2361,0,11076.33,1763.24
